P,P_sigma,Rplanet,Rplanet_sigma,Teff,Teff_sigma,Rstar,Rstar_sigma
86.82974,0.0008,1.34,0.115,3577.0,58.0,0.45,0.035
5.9311924,4.2e-06,1.73,0.275,4057.0,157.5,0.529,0.09
52.66156,0.000111,1.97,0.33499999999999996,4057.0,157.5,0.529,0.09
15.1871,0.0032,0.86,0.22,3497.0,150.0,0.232,0.056
14.44912,0.0002,1.32,0.21,6015.0,60.0,1.29,0.167
5.57739,0.00068,0.75,0.2,3497.0,150.0,0.232,0.056
24.158868,0.003788,1.29,0.135,3360.47,86.78999999999999,0.330989,0.030151
7.760178,0.001496,1.01,0.12,3360.47,86.78999999999999,0.330989,0.030151
1.36665436,9.4e-07,15.490838,0.963974,6010.0,150.0,1.046,0.058
3.8537768,3.8e-06,15.02006,0.627704,5644.0,94.0,1.101,0.0275
11.332,0.0013,1.64,0.19,3745.0,70.0,0.568,0.057
2.080615,0.000132,0.86850263,0.08351863500000001,4720.0,50.0,0.712365,0.019653999999999998
6.673117,0.0003095,2.46610713,0.19044820499999998,4937.0,50.0,0.762201,0.015659
5.868699,0.00042699999999999997,1.60826194,0.132577835,5580.0,70.0,0.843154,0.0484565
9.525988,0.0012605,2.03803688,0.313015595,5909.0,50.0,1.420038,0.190088
14.155185,0.0030575000000000003,2.1162048,0.22090191,6063.0,50.0,1.213565,0.0742275
9.283188,0.002176,6.11721229,1.20792741,4972.0,50.0,2.568173,0.282364
48.324222,0.0085865,3.59970536,0.55280492,6045.0,50.0,1.538801,0.210667
8.13087,0.0017850000000000001,1.51398464,0.253953535,5794.0,50.0,1.20424,0.15294600000000003
18.294549,0.0016635,2.79522879,0.188882765,5043.0,50.0,0.758046,0.029386000000000002
3.705871,7.500000000000001e-05,3.17824034,0.17982672,5649.0,50.0,0.913754,0.03163
4.382745,0.0005250000000000001,1.55409035,0.159680435,5185.0,50.0,0.803827,0.037365
4.655335,0.000509,0.71889232,0.07332109,4547.0,50.0,0.687426,0.0160715
21.574023,0.005016,1.09308317,0.1220515,5631.0,50.0,0.912206,0.076703
13.621832,0.003228,1.66551298,0.7002255749999999,5673.0,50.0,0.890666,0.035733
2.354992,0.00025350000000000004,1.27443657,0.120900055,5185.0,50.0,0.803827,0.037365
1047.8356,0.00185,9.180171,0.201762,5597.0,94.0,1.179,0.0245
240.503,0.053,6.204,0.039,5527.0,100.0,0.833,0.011
41.688644,0.003386,2.35545351,0.238386415,5703.0,50.0,0.956122,0.07663
40.6835,0.0031,1.64,0.175,3919.0,70.0,0.526,0.053
6.342,0.002,1.8,0.15000000000000002,4258.0,150.0,0.58,0.045
5.1134,0.0006,3.7,0.4,4950.0,150.0,0.86,0.09
3.20466,3e-05,14.5717,1.625305,5630.0,78.0,1.59,0.16
20.523,0.001,1.8,0.2,3810.0,17.0,0.54,0.01
6.034,0.001,2.0,0.15000000000000002,3810.0,17.0,0.54,0.01
5.24,0.001,1.1,0.1,3420.0,18.0,0.36,0.01
7.775,0.001,1.0,0.1,3420.0,18.0,0.36,0.01
10.115,0.001,1.1,0.1,3420.0,18.0,0.36,0.01
4.144965,0.000718,1.57,0.12,6209.0,88.0,1.45,0.06
8.357881,0.000698,2.56,0.16,5667.0,58.0,0.93,0.01
5.416081,1.6e-05,12.621334,0.863093,5670.0,91.0,1.036,0.067
14.76289,0.0006299999999999999,1.95,0.05,4975.0,95.0,0.787,0.016
10.45582,0.00024,2.48,0.06,4975.0,95.0,0.787,0.016
27.359,0.005,2.1,0.2,3926.0,100.0,0.62,0.02
6.491684259,1.648e-06,9.21,1.68,5726.0,66.07,1.01,0.184
9.21165,0.000335,3.06,0.16,6302.0,120.0,1.511,0.0735
16.9841,0.0008,2.63,0.10500000000000001,5725.0,65.0,1.09,0.03
19.66365,0.0003045,2.77,0.19,3580.0,70.0,0.473,0.014
5.840002,0.000639,2.231,0.148,3660.0,62.5,0.473,0.011
1.21191096,6.5e-07,15.277867,1.020019,6050.0,100.0,1.363,0.0875
21.08721,3.7e-05,13.89916,1.064855,6350.0,100.0,1.4,0.1
2.7535953,9.4e-06,11.309881,0.807048,5131.0,50.0,0.893,0.047
10.290994,1.1e-06,13.78707,2.35389,5800.0,70.0,1.35,0.2
12.8747099,1e-06,12.66617,2.46598,5970.0,100.0,1.38,0.13
3.7681,0.0003,11.43318,0.78463,5740.0,80.0,1.59,0.07
5.35227,0.0002,13.11453,1.6813500000000001,5650.0,100.0,1.19,0.135
1.51214,0.00013,12.21781,0.78463,6040.0,100.0,1.21,0.08
3.57532,6e-05,11.287463,0.493196,5900.0,120.0,1.08,0.12
2.85057,6e-06,10.0881,1.79344,5260.0,100.0,0.9,0.12
4.20474,5e-05,14.12334,1.1209,5590.0,100.0,1.79,0.135
4.86069,6e-05,12.10572,2.2418,6040.0,90.0,1.19,0.085
4.0144477,1.9e-06,11.780659,0.616495,5040.0,80.0,0.831,0.042499999999999996
3.101278,4e-06,14.01125,1.45717,5950.0,130.0,1.17,0.12
1.0187068,6.5e-07,15.277867,0.683749,5000.0,250.0,0.75,0.03
8.886593,4e-05,13.069694,0.392315,6090.0,50.0,1.025,0.026
95.272656,6.8e-05,11.948794,0.7734209999999999,5625.0,80.0,0.96,0.06
5.3340838,1.1e-06,16.25305,1.79344,6340.0,140.0,2.26,0.25
3.6313,0.0001,11.76945,1.45717,5900.0,100.0,1.61,0.18
2.72474,0.00014,14.5717,1.56926,6200.0,100.0,1.95,0.21
1.68986531,6.4e-07,13.4508,1.45717,6210.0,75.0,1.32,0.14500000000000002
5.20851,0.00038,10.704595,0.739794,5150.0,100.0,1.78,0.11
3.9791,1e-05,16.47723,1.56926,5924.0,64.0,1.53,0.17
1.5089682,5e-07,19.223435,0.33627,6298.0,66.0,1.23,0.02
3.67724,3e-05,14.145758,1.4067295,6325.0,91.0,1.56,0.14
4.8996284,3.3e-06,16.387558,0.661331,5940.0,100.0,1.392,0.044
2.50387,0.000225,1.66,0.2,5612.0,50.0,1.2,0.125
13.1225,0.00115,2.45,0.3,5532.0,78.0,0.947,0.072
303.227,0.0445,4.65,0.08,,,0.936,0.005
187.366,0.06,7.04,0.575,,,0.936,0.005
49.4643,0.00775,3.05,0.04,,,0.936,0.005
20.4415,0.0013,1.9,0.3,,,0.972,
26.5841,0.0017499999999999998,1.73,0.135,3655.0,80.0,0.455,0.022
13.6088,0.0006,1.9,0.2,,,0.972,
4.8682,0.00019999999999999998,1.48,0.09,3655.0,80.0,0.47,0.03
3.07133,0.00011,1.34,0.0765,3655.0,80.0,0.455,0.022
34.885,0.010499999999999999,1.6,0.14500000000000002,,,,
2.87814,0.000245,1.01,0.185,,,,
3.80464,0.00098,1.22,0.19,,,,
2.13174,0.00022,0.692,0.0535,,,,
2.71578,0.00031,1.03,0.08549999999999999,,,,
3.38628,2e-05,9.916,0.985,6100.0,263.0,1.24,0.1
3650.0,1205.0,12.44199,0.78463,4898.0,68.0,2.7,0.12
13.603,0.0013,2.586,0.126,4684.0,79.0,0.673,0.024
65.55,0.0089,2.69,0.146,4684.0,79.0,0.673,0.024
3.3596055,3.0499999999999996e-06,1.423,0.058499999999999996,5212.9,74.1,0.757,0.025500000000000002
7.81751,0.00059,3.08,0.4,,,1.492,0.09999999999999999
18.289,0.00635,3.16,0.49,,,1.492,0.09999999999999999
19.5688,0.0014,3.66,0.645,,,1.047,0.063
10.3516,0.0007650000000000001,2.86,0.515,,,0.712,0.046
2.19945,0.000145,2.6,0.55,,,0.61,0.04
19.0912,0.0043,2.03,0.41500000000000004,,,0.785,0.06
5.60473,0.0006000000000000001,1.41,0.2,,,0.785,0.06
28.8819,0.0029,2.39,0.25,,,0.785,0.06
6.10241,0.00027499999999999996,2.38,0.265,,,0.702,0.0285
2.747128,9.750000000000001e-05,1.36,0.125,,,0.424,0.0175
5.06347,0.000245,2.32,0.28,,,0.712,0.046
12.20773,0.0003,2.34,0.31,,,0.713,0.0775
2.53712,0.00011,1.71,0.275,,,0.837,0.026000000000000002
3.535155,7.45e-05,16.6,2.8499999999999996,,,2.07,0.35
22.882,0.0018,1.84,0.16499999999999998,,,0.837,0.026000000000000002
20.6915,0.0057,2.1,0.26,,,0.64,0.0275
8.75198,0.000615,2.29,0.44,,,0.634,0.041999999999999996
10.93459,0.0009649999999999999,2.02,0.365,,,0.532,0.0445
11.29665,0.00074,2.08,0.18,,,0.64,0.0275
30.9403,0.0025,2.44,0.2,,,0.8649,0.007549999999999999
5.73649,0.000335,4.2,1.7999999999999998,,,0.532,0.0445
20.2653,0.004,2.89,0.34,,,1.269,0.055
13.9782,0.000475,2.69,0.245,,,0.783,0.046
7.065,0.0004,2.4,0.515,,,0.491,0.0655
8.05423,0.000465,1.73,0.24,,,0.655,0.024
31.6551,0.00295,2.48,0.365,,,0.774,0.0092
20.5107,0.002,2.23,0.385,,,0.662,0.043
12.64655,0.0005,1.47,0.19,,,0.722,0.04
6.53142,0.00034,2.79,0.215,,,0.867,0.018
2.770522,9.7e-05,3.19,0.41500000000000004,,,0.696,0.0395
25.4569,0.0019,3.66,0.435,,,1.269,0.055
3.142811,1.3e-05,5.69,0.9199999999999999,,,0.822,0.1325
19.153,0.0021000000000000003,2.4,0.43500000000000005,,,1.25,0.195
6.42149,0.00027,2.51,0.22,,,0.836,0.0465
1.58316,0.00013,1.22,0.155,,,0.669,0.0435
1.419714,4.1e-05,1.18,0.355,,,0.284,0.042499999999999996
18.0971,0.0044,2.21,0.31,,,1.2247,0.0259
2.90022,0.00015,1.36,0.19,,,0.646,0.0645
27.8522,0.0036,2.16,0.335,,,0.836,0.0465
10.0051,0.000435,2.29,0.32,,,0.572,0.0675
6.68851,0.000745,2.25,0.37,,,0.658,0.08
8.77709,0.000615,5.1,2.25,,,0.8,0.107
4.61244,0.00011,1.27,0.29,,,0.256,0.0555
28.1696,0.00405,2.2,0.42000000000000004,,,0.374,0.062
9.99791,0.00054,1.7,0.23,,,0.424,0.0175
1.095962,4.45e-05,0.617,0.11599999999999999,,,0.318,0.033
18.44951,0.00058,3.09,0.5249999999999999,,,0.468,0.0745
3.96165,0.00034500000000000004,1.48,0.175,,,0.634,0.041999999999999996
13.73288,0.00042500000000000003,2.64,0.315,,,0.646,0.0645
8.0516,0.00115,1.62,0.27,,,0.904,0.024999999999999998
4.50717,0.000415,1.44,0.19,,,0.823,0.07100000000000001
7.05235,0.000165,2.72,0.33,,,0.837,0.026000000000000002
26.682,0.0039,2.209,0.1405,,,1.197,0.020499999999999997
3.3139095,9e-06,17.38,2.115,,,1.908,0.22499999999999998
12.4904,0.0013,3.59,1.415,,,0.929,0.022
3.9516283,8.5e-06,11.81,0.92,,,1.13,0.07200000000000001
9.32448,0.000335,1.7,0.18,,,0.576,0.036500000000000005
15.50195,0.00056,2.17,0.22,,,0.576,0.036500000000000005
8.26947,0.000325,2.63,0.365,,,1.0807,0.024800000000000003
13.15727,0.00021500000000000002,10.83,1.37,,,1.24,0.152
2.494206,9.999999999999999e-05,1.22,0.18,,,0.663,0.034
28.4707,0.0051,2.68,0.28,,,0.948,0.046
17.04354,0.000255,4.28,0.295,,,0.801,0.036000000000000004
8.23981,0.000325,0.661,0.16949999999999998,,,0.215,0.0525
5.817649,2.5e-05,12.55,0.495,,,1.288,0.028
7.44976,0.000155,2.82,0.27,,,0.801,0.036000000000000004
31.3888,0.0010500000000000002,1.25,0.37,,,0.312,0.088
17.96832,0.0008749999999999999,1.78,0.3,,,0.556,0.0765
2.85009,0.00012,1.38,0.2,,,0.8,0.056499999999999995
7.5734,0.0013,1.62,0.175,,,1.0849,0.016
1.059806,3e-05,1.47,0.23500000000000001,,,0.92,0.0345
39.8642,0.0056,2.92,0.41500000000000004,,,0.896,0.03
22.7768,0.0007999999999999999,3.39,0.31,,,0.92,0.0345
12.3988,0.0017499999999999998,2.01,0.22,,,1.0849,0.016
3.405087,7.6e-05,2.31,0.22999999999999998,,,0.923,0.0595
15.85388,0.000665,3.29,0.28,,,0.948,0.046
28.38246,0.0002,9.62,0.585,,,0.913,0.047
14.0721,0.0014,3.36,0.44999999999999996,,,1.278,0.0955
8.68055,0.00042500000000000003,2.79,0.315,,,1.102,0.0685
3.9009,0.00058,1.47,0.22,,,1.321,0.0345
6.6674,0.00145,1.66,0.22,,,1.321,0.0345
11.13878,0.000705,2.84,0.21999999999999997,,,1.321,0.0345
1.33711569,6.3e-07,11.85,0.38,,,0.6629,0.0195
2.398982,9.15e-05,1.98,0.18,,,1.0711,0.015899999999999997
5.32944,0.00063,1.55,0.165,,,0.911,0.022
13.84457,0.0012699999999999999,2.79,0.16499999999999998,,,1.0306,0.015
5.17222,0.00013499999999999997,2.12,0.135,,,0.639,0.0165
5.6228,0.0015,3.71,0.615,,,2.378,0.027999999999999997
8.687812,6.25e-05,7.36,0.625,,,0.664,0.05349999999999999
14.3181,0.00165,1.69,0.26,,,0.824,0.079
8.36779,0.00011,8.51,0.5249999999999999,,,0.708,0.0135
7.12471,0.00057,1.244,0.17099999999999999,,,0.857,0.014499999999999999
1.921111,3.85e-05,3.23,0.42,,,0.709,0.051500000000000004
3.33253,0.00024,3.63,0.52,,,1.766,0.0635
18.7132,0.0017,3.63,0.36,,,0.816,0.052500000000000005
4.399739,7.099999999999999e-05,3.01,0.5,,,0.735,0.054
29.6245,0.0015500000000000002,3.02,0.345,,,0.824,0.079
1.543452,8.999999999999999e-05,1.3,0.175,,,0.735,0.054
6.38092,0.0005549999999999999,1.341,0.0965,,,0.981,0.026000000000000002
5.42526,0.00025,3.17,0.46,,,0.529,0.0635
10.59366,0.000695,1.71,0.345,,,0.36,0.06
7.7285,0.00053,2.16,0.225,,,0.589,0.0225
50.9254,0.00405,2.48,0.31,,,0.702,0.0415
7.38711,0.0002,1.92,0.19,,,0.625,0.039999999999999994
6.41362,0.00016,2.36,0.55,,,0.299,0.068
41.4661,0.00255,3.45,0.215,,,1.0574,0.012150000000000001
30.954,0.0018,3.07,0.625,,,0.637,0.10250000000000001
5.67556,0.00027499999999999996,1.117,0.1245,,,0.578,0.035
3.83553,0.00011,1.054,0.1615,,,0.321,0.0235
9.75833,0.000875,0.88,0.19,,,0.371,0.0595
17.3678,0.005,1.93,0.55,,,1.27,0.245
5.44425,0.00014,1.75,0.225,,,0.4,0.0465
6.92251,0.00043999999999999996,0.9,0.16999999999999998,,,0.371,0.0595
19.0702,0.00235,1.84,0.44999999999999996,,,0.544,0.0165
4.38393,0.00028,0.701,0.1465,,,0.371,0.0595
7.62117,0.0005449999999999999,1.87,0.16999999999999998,,,0.544,0.0165
10.1016,0.00165,0.91,0.16999999999999998,,,1.0,0.133
15.8523,0.0012499999999999998,2.19,0.18,,,0.904,0.024999999999999998
2.85847,0.00016,1.63,0.25,,,0.8988,0.01
4.16328,0.00016,1.47,0.24,,,0.791,0.084
11.81004,0.00059,3.08,0.5,,,0.8,0.12
14.78708,0.00051,4.18,0.225,,,1.0085,0.01145
39.7268,0.00535,3.63,0.52,,,1.312,0.11649999999999999
6.212445,7e-06,6.938371,0.18494850000000002,,,0.802,0.014
2.6556777,4.4e-07,13.89916,0.33627,6112.0,27.0,0.935,0.023
35.747,0.005,3.94,0.125,5430.0,85.0,1.71,0.04
15.624,0.001,3.67,0.15500000000000003,5430.0,85.0,1.71,0.04
3.5951,0.0003,1.95,0.08499999999999999,5430.0,85.0,1.71,0.04
175.06,0.06,3.87,0.06,5100.0,100.0,0.762,0.01
1.742169,0.000411,1.35,0.11,5977.0,87.0,1.19,0.03
9.06005,0.00024,11.309881,0.851884,5650.0,100.0,0.91,0.06
4.62941,0.00075,16.36514,3.3627,5700.0,120.0,2.15,0.6100000000000001
8.68909,2.4e-05,1.08,0.15,3240.0,61.0,0.252,0.039
19.53527,0.0001,1.06,0.125,3240.0,61.0,0.2317,0.0049
4.3315366,4.1e-06,6.792654,0.179344,5326.0,44.0,0.877,0.0155
3.1443189,4.9e-06,0.95,0.058,3300.0,30.0,0.196,0.006
1.995,0.001,2.62,0.19,3157.0,7.0,0.3,0.003
1.133,0.001,1.33,0.095,3436.0,3.0,0.379,0.003
1.256,0.0015,2.28,0.18,3924.0,51.0,0.688,0.014
6.22,0.007,2.93,0.18,3387.0,5.0,0.379,0.006
5.26,0.007,1.83,0.125,3436.0,3.0,0.379,0.003
7.01,0.007,1.66,0.13,3851.0,83.0,0.552,0.017
3.262,0.001,2.43,0.14,3752.0,57.0,0.505,0.012
26.68,0.0025,2.79,0.10500000000000001,5440.0,115.0,0.898,0.013
6.93,0.0035,2.2,0.14500000000000002,3287.0,67.0,0.298,0.009
24.93,0.006,2.1,0.1,3710.0,118.0,0.549,0.024
8.205,0.003,1.92,0.235,4141.0,96.0,0.602,0.013
5.608352,0.0003365,1.93,0.12,4402.71,94.41,0.619575,0.028622500000000002
2.399964,0.000201,1.32,0.08,4402.71,94.41,0.619575,0.028622500000000002
207.62,0.02,4.0,0.2,7500.0,300.0,1.57,0.07
84.6879808,0.0002068,3.77,0.5700000000000001,7070.0,58.21,2.04,0.308
25.3029092,6e-06,3.708,0.01,,,0.821,0.242
5.65688,0.00059,2.72,0.32,5912.0,51.0,1.58,0.15
12.38602,5e-06,1.009,0.024,,,0.821,0.242
4.1698,0.0001,1.04,0.0345,5053.0,134.5,0.628461,0.034139
2.0478,0.0001,0.90819,0.06131,4520.0,81.0,0.655,0.043
6.7987,0.0001,1.047,0.2665,3648.0,157.5,0.282,0.07150000000000001
29.54115,0.000375,2.017,0.0545,5660.0,61.0,0.877,0.008
5.40484,0.0005,2.46,0.185,5283.0,142.5,0.839,0.0525
2.35321,0.000365,1.49,0.14500000000000002,5283.0,142.5,0.839,0.0525
3.56015,0.000225,2.26,0.175,5283.0,142.5,0.839,0.0525
41.96797,0.00784,3.013,0.277,5356.3,27.45,0.863,0.0245
12.75758,0.001205,2.73,0.22,5283.0,142.5,0.839,0.0525
4.84532,2e-05,14.57167491,1.401122585,5550.0,150.0,1.213,0.1085
4.34934,0.00039,1.212,0.049,5271.0,37.0,0.86,0.02
3.9663,0.00011,2.59,1.1,3385.0,70.0,0.35,0.035
2.6698,0.0001,2.25,0.1,3385.0,70.0,0.35,0.035
5.213965,0.000442,2.27,0.165,5171.0,151.0,0.8,0.03
23.228555,6.950000000000001e-05,2.32,0.155,6004.0,77.5,0.98,0.035
3.793306,0.00033350000000000003,1.56,0.08,3669.0,85.0,0.41,0.01
19.507428,0.00011449999999999999,1.92,0.155,4857.0,85.0,0.72,0.03
7.187257,2.05e-05,2.41,0.10500000000000001,4599.0,165.0,0.63,0.02
29.740451,0.000165,3.36,0.38,5532.0,90.0,1.13,0.12000000000000001
16.273563,5.35e-05,2.62,0.165,5869.0,84.5,1.32,0.06
9.398977,0.0014269999999999999,1.79,0.12000000000000001,5994.0,92.0,1.06,0.025
21.194733,0.0001075,1.22,0.07,5424.0,168.0,0.8,0.01
22.996591,0.0018535000000000001,2.72,0.12000000000000001,5994.0,92.0,1.06,0.025
17.70632,6.3e-05,2.2,0.16999999999999998,3315.0,144.5,0.28,0.015
3.850614,1.2e-05,1.03,0.08,4558.0,86.0,0.63,0.01
26.27057,0.000107,2.23,0.12,5106.0,65.5,0.78,0.02
4.528598,1.55e-05,1.49,0.10500000000000001,5106.0,65.5,0.78,0.02
12.550171,0.0010375,2.67,0.17,5077.0,39.5,0.85,0.02
10.367437,1.95e-05,2.11,0.14500000000000002,3779.0,28.0,0.52,0.01
7.676972,1.2e-05,2.02,0.085,3804.0,83.5,0.46,0.01
9.032178,0.000874,1.38,0.085,4385.0,30.0,0.49,0.0
2.787174,4e-06,1.65,0.12,3804.0,83.5,0.46,0.01
4.163873,2.2499999999999998e-05,1.54,0.13,5789.0,48.0,1.04,0.055
52.713494,0.0001595,2.39,0.09,5788.0,173.5,0.94,0.03
11.561052,0.0006789999999999999,2.03,0.11,5920.0,104.0,1.09,0.03
6.131243,3.2500000000000004e-05,1.33,0.095,5106.0,65.5,0.78,0.02
7.806164,0.0006479999999999999,2.54,0.22,5769.0,38.0,1.05,0.065
19.991944,0.0001585,2.74,0.215,5789.0,48.0,1.04,0.055
3.665912,0.000284,1.37,0.085,5791.0,81.0,0.95,0.02
36.552551,0.0001245,3.21,0.22,5817.0,46.5,1.16,0.055
8.234885,0.0004915,1.92,0.1,5791.0,81.0,0.95,0.02
14.871387,0.000926,2.23,0.11,5791.0,81.0,0.95,0.02
12.283211,5.1e-05,2.21,0.16,6222.0,93.5,1.33,0.065
10.616384,7.15e-05,1.15,0.07,5788.0,173.5,0.94,0.03
2.289363,0.0002415,1.48,0.12,5171.0,151.0,0.8,0.03
15.28078,0.00011850000000000001,1.26,0.1,6004.0,77.5,0.98,0.035
2.151676,5.5e-06,1.5,0.095,5106.0,65.5,0.78,0.02
9.327527,2.05e-05,2.69,0.49,5106.0,65.5,0.78,0.02
200.452,0.011,11.25,0.44,6050.0,100.0,1.3842,0.0016
1.9741954,2.4e-06,1.79,0.08,3712.0,65.0,0.48,0.01
5.7385647,0.00124935,2.25,0.19,5790.0,162.0,0.92,0.035
21.0267366,0.00379525,2.29,0.135,5568.0,164.0,0.86,0.03
14.6762429,2.02e-05,2.0,0.10500000000000001,4927.0,46.5,0.76,0.01
16.9780102,2.395e-05,1.47,0.08,5245.0,34.5,0.75,0.01
2.2193023,2e-06,1.16,0.07500000000000001,4009.0,45.5,0.59,0.01
16.3488637,0.00139165,3.72,0.22,5794.0,189.5,1.0,0.05
11.7195663,1.345e-05,3.05,0.175,5161.0,50.0,0.85,0.02
14.4536756,2.415e-05,3.13,0.295,5397.0,100.5,0.83,0.03
14.1330314,2.82e-05,2.08,0.095,5044.0,42.5,0.7,0.01
10.1346454,1.22e-05,3.31,0.17,3566.0,35.5,0.4,0.01
11.2510285,0.001804,2.68,0.15500000000000003,5650.0,172.5,0.91,0.04
21.1701963,6.52e-05,1.92,0.095,4057.0,38.0,0.58,0.01
14.647531,4.1e-06,2.6,0.9,5724.0,72.0,1.1,0.36
0.354884,6.3e-05,1.2,0.15000000000000002,4114.0,99.0,0.5,0.04
0.762406,0.00015,0.99,0.1,5620.0,31.0,0.89,0.09
0.911724,7.6e-05,1.4,0.5,5724.0,72.0,1.1,0.36
0.72091,0.00014,1.5,0.2,5633.0,111.0,0.94,0.09
0.728113,6.3e-05,1.1,0.25,3782.0,152.0,0.32,0.07
0.578657,1.6e-05,1.2,0.3,5765.0,170.0,0.93,0.2
11.811437,0.00011,2.3,0.5,5765.0,170.0,0.93,0.2
1.62116,7.984999999999999e-05,1.31,0.055,5799.0,61.0,1.59,0.03
11.28,0.001,2.05,0.14500000000000002,6312.0,183.5,1.259,0.041499999999999995
9.03502,0.000645,2.03,0.13,6312.0,183.5,1.259,0.041499999999999995
737.1131,0.00458,9.96,0.595,6157.0,216.5,1.117,0.064
0.412,1e-06,0.51,0.03,3515.0,69.0,0.4,0.01
13.62749,0.00045799999999999997,2.222,0.0865,3623.0,138.0,0.348,0.010499999999999999
7.473223,0.000343,2.32,0.069,5749.0,22.0,0.97,0.0225
2.380867,0.0001885,1.539,0.1355,4844.0,138.0,0.761,0.0545
20.851337,0.0028925,2.04,0.14450000000000002,5782.0,138.0,1.084,0.064
9.660186,0.0011665,1.361,0.11,4663.0,138.0,0.663,0.046
6.679582,0.0006085,1.392,0.0965,3623.0,138.0,0.348,0.010499999999999999
20.201085,0.0025450000000000004,1.948,0.1475,4663.0,138.0,0.663,0.046
5.761612,0.00078,1.313,0.098,5682.0,138.0,0.881,0.051500000000000004
5.025598,0.0003145,1.332,0.10350000000000001,4663.0,138.0,0.663,0.046
20.645099,0.0011849999999999999,2.413,0.21050000000000002,4348.0,128.0,0.625,0.0435
15.937039,0.00097,2.359,0.177,5601.0,138.0,0.94,0.0615
9.844077,0.00057,2.945,0.076,5479.0,27.0,0.922,0.018
11.02066,0.0013995000000000001,2.061,0.14350000000000002,6138.0,138.0,1.486,0.081
23.448172,0.000881,2.906,0.1855,5561.0,138.0,1.051,0.063
4.521953,0.0003645,1.593,0.0595,5789.0,21.0,0.907,0.0175
16.43445,0.0025399999999999997,2.213,0.0885,5789.0,21.0,0.907,0.0175
14.453895,0.0044740000000000005,2.243,0.18,5822.0,138.0,1.543,0.0995
5.776475,0.000249,1.736,0.122,5937.0,138.0,1.149,0.0645
12.832235,0.001585,1.693,0.139,4200.0,138.0,0.691,0.051000000000000004
2.060438,9.6e-05,2.88,0.25,4823.0,138.0,0.732,0.055
6.2034,0.0001,19.72780603,1.79343691,4800.0,100.0,4.1,0.04
8.777247,0.0006180000000000001,2.181,0.28049999999999997,4603.0,138.0,0.751,0.054
9.401312,0.00048750000000000003,2.729,0.181,5911.0,138.0,1.32,0.075
16.034656,0.0017079999999999999,2.0,0.16599999999999998,4473.0,138.0,0.675,0.0495
26.803023,0.0029115,1.689,0.1595,4473.0,138.0,0.675,0.0495
21.700156,0.001968,2.072,0.14250000000000002,5452.0,138.0,0.811,0.05
1.865962,7.65e-05,1.564,0.11199999999999999,5129.0,138.0,0.804,0.053
2.231527,0.00025949999999999997,1.076,0.14600000000000002,3623.0,138.0,0.348,0.010499999999999999
4.194766,0.000249,1.191,0.064,3623.0,138.0,0.348,0.010499999999999999
9.715043,0.000871,1.345,0.11050000000000001,3623.0,138.0,0.348,0.010499999999999999
7.9389334,0.0005939999999999999,1.075,0.123,4473.0,138.0,0.675,0.0495
28.735327,0.000993,7.322,0.266,3572.0,138.0,0.585,0.018
4.941907,0.0006785000000000001,1.283,0.093,5563.0,138.0,0.927,0.055
4.803352,0.0004115,2.597,0.185,5007.0,138.0,0.783,0.0525
20.978959,0.001276,1.677,0.11349999999999999,5335.0,138.0,0.784,0.049
10.413181,0.0008145,2.352,0.17099999999999999,5678.0,138.0,1.071,0.0625
15.398723,0.002176,1.85,0.1575,5726.0,138.0,1.058,0.0675
13.115365,0.000526,2.53,0.0835,3748.0,138.0,0.552,0.016
1.908084,5.25e-05,2.482,0.16599999999999998,5742.0,138.0,1.228,0.0745
17.27474,0.002884,2.678,0.20400000000000001,5716.0,138.0,1.28,0.08549999999999999
8.491282,0.0003195,3.395,0.2685,5007.0,138.0,0.783,0.0525
9.22453,0.0011165,1.36,0.092,5563.0,138.0,0.927,0.055
17.515472,0.0026265000000000004,2.094,0.16799999999999998,4752.0,138.0,0.758,0.0545
6.293099,0.000639,2.262,0.2005,4213.0,138.0,0.675,0.0485
6.393025,0.0009445,2.274,0.112,5946.0,20.0,1.239,0.031
4.622654,0.0002375,1.371,0.236,5543.0,138.0,0.566,0.094
18.787839,0.000935,5.098,0.15,5946.0,20.0,1.239,0.031
25.76051,0.0019429999999999998,3.124,0.145,5236.0,138.0,0.92,0.0595
3.865053,0.000184,1.163,0.05,3578.0,138.0,0.382,0.012
22.549406,0.001405,4.602,0.3015,5784.0,138.0,0.961,0.056
0.673862,1.75e-05,1.579,0.1085,5236.0,138.0,0.92,0.0595
3.572326,0.0001675,2.417,0.185,5387.0,138.0,0.966,0.058499999999999996
10.787992,0.00033,2.3,0.15000000000000002,5482.0,50.0,0.87,0.04
7.95486,0.000845,2.07,0.155,4097.0,42.5,0.63,0.01
2.255436,9.1e-05,1.0,0.095,3297.0,73.0,0.25,0.01
21.06884,0.003225,1.75,0.115,5677.0,38.5,0.92,0.015
5.2986,0.0006,1.7,0.2,4114.0,99.0,0.5,0.04
7.51574,0.002225,2.0,0.195,3845.0,37.0,0.53,0.01
11.54182,0.002465,2.17,0.13,6570.0,220.0,1.39,0.03
24.94598,0.005260000000000001,2.01,0.14,6570.0,220.0,1.39,0.03
7.149584,0.00012,2.4,0.3,5438.0,63.0,0.83,0.11
3.67626,0.000305,1.99,0.16,4097.0,42.5,0.63,0.01
32.6479,0.01312,2.29,0.245,4044.0,34.5,0.61,0.01
